,label,n_words_in_Title,n_words_in_Abstract,text,text_clean,Conference Paper,Veado L,Silva PC,Khandelwal S,Sripada SK,Cheiran JF,de M. Rodrigues E,da Silva JP,Kolpondinos MZ,Glinz M,Hof S,Landolt M,Fouché S,Xie T,Bishop J,de Halleux J,Korn O,Hörz T,Maggiorini D,Ripamonti L,Figueira Filho F,Storey MA,Schneider K,Qu W,Wang M,Colteli O,Grandi X,Latorre P,Sánchez JS,Lizán LV,Ros-Bernal F,Martínez-Cadenas C,Álvarez MC,Gasca-Hurtado GP,Guilabert TS,Bernik A,Radošević D,d. Halleux J,Hernández L,Peña A,Rangel N,Torres C,Manrique-Losada B,Jimenez DG,Law FL,Kasirun ZM,Rojas JM,Giorgini P,Raij A,Alqasemi R,Dubey R,LaToza TD,Ben Towne W,van der Hoek A,Reise C,Seliger G,Conger S,Dodero JM,García-Domínguez A,Faghihi U,Brown A,Maldonado-Bouchard S,Sekar B,Sheth S,Palacios MG,Mora A,Arnedo-Moreno J,Matsubara PG,Silva CL,Kheirkhahzadeh AD,Fotaris P,Gondova V,Labaj M,Dubois DJ,Tamburrelli G,Chirila C,Raes R,Roland A,van Eekelen MC,Hagel G,publication_date_2011,publication_date_2012,publication_date_2013,publication_date_2014,publication_date_2015,publication_date_2016
0,0,12,161,"Games for Learning: Bridging Game-related Education Methods to Software Enginering Knowledge Areas The use of games in software engineering education is not new. However, recent technologies have provided new opportunities for using games and their elements to enhance learning and student engagement. The goal of this paper is twofold. First, we discuss how game related methods have been used in the context of software engineering education by means of a systematic mapping study. Second, we investigate how these game related methods support specific knowledge areas from software engineering. The systematic mapping study identified 106 primary studies describing the use of serious games, gamification and game development in software engineering education. Based on this mapping, we aimed to track the learning goals of each primary study to the knowledge areas defined in ACM/IEEE curricular recommendations. As a result, we observed that ""Software Process"", ""Software Design"" and ""Profession Practice"" are the most recurring knowledge areas explored by game related approaches in software engineering education. We also uncover possible research opportunities for game-related education methods. game development based learning, game-based learning, gamification, software engineering education",games for learning bridging game related education methods to software enginering knowledge areas the use of games in software engineering education is not new however recent technologies have provided new opportunities for using games and their elements to enhance learning and student engagement the goal of this paper is twofold first we discuss how game related methods have been used in the context of software engineering education by means of a systematic mapping study second we investigate how these game related methods support specific knowledge areas from software engineering the systematic mapping study identified 106 primary studies describing the use of serious games gamification and game development in software engineering education based on this mapping we aimed to track the learning goals of each primary study to the knowledge areas defined in acm ieee curricular recommendations as a result we observed that software process software design and profession practice are the most recurring knowledge areas explored by game related approaches in software engineering education we also uncover possible research opportunities for game related education methods game development based learning game based learning gamification software engineering education,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,7,143,"Gamification Applied for Software Engineering Teaching-learning Process In specialization courses, normally, the students have concepts from some subjects already consolidated in the undergraduate program. To motivate these students in those disciplines is a challenge to the teacher. The use of ""gamification"" concepts, that is, application of games in activities that are not games per se, is a methodological solution for the motivation in the classes. In order to evaluate the usage of this technique, an experiment was conducted with a Software Engineering specialization class. The class was divided into teams and through various play activities, the executed works were being scored. Three teaching methodologies were applied: Learning based in problems, based in projects and mental maps. At the end of the course a questionnaire was applied so that the students could evaluate the methodology. The obtained results were satisfactory, because there was a greater engagement of the students during class. Gamification, active methodology, case tools, educational games, software engineering",gamification applied for software engineering teaching learning process in specialization courses normally the students have concepts from some subjects already consolidated in the undergraduate program to motivate these students in those disciplines is a challenge to the teacher the use of gamification concepts that is application of games in activities that are not games per se is a methodological solution for the motivation in the classes in order to evaluate the usage of this technique an experiment was conducted with a software engineering specialization class the class was divided into teams and through various play activities the executed works were being scored three teaching methodologies were applied learning based in problems based in projects and mental maps at the end of the course a questionnaire was applied so that the students could evaluate the methodology the obtained results were satisfactory because there was a greater engagement of the students during class gamification active methodology case tools educational games software engineering,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,210,"Gamification for Teaching Java The term 'gamification' refers to the use of game elements in non-game environments like education, business, sales and marketing. The method of 'gamifying' has been applied in many different contexts and for many different reasons; for instance, in order to improve productivity, to increase sales, to motivate employees and customers, et al. In recent years, educators began to investigate the effects of different gamification elements within the context of education. There has been a considerable debate regarding the actual effects of gamification on the intrinsic motivation of students towards learning, and many research have been conducted in order to discover the results of 'gamifying' any specific course curriculum. Each research study has revealed another impediment, supported by multiple review studies that revealed significant problems with some of the methods of majority of studies in the research area now known as the 'gamification of education'. This paper explains the design, analysis and implementation process of an open-source gamification platform, which is aimed at providing a gamification platform for education, while also explaining a preliminary survey conducted on an Introduction to Java course. The platform was developed using multiple technologies and frameworks related to the Java programming language while the survey was conducted at third level education students through a quantitative questionnaire. Education, Gamification, Gamifying Education, Java Education, Software Engineering",gamification for teaching java the term gamification refers to the use of game elements in non game environments like education business sales and marketing the method of gamifying has been applied in many different contexts and for many different reasons for instance in order to improve productivity to increase sales to motivate employees and customers et al in recent years educators began to investigate the effects of different gamification elements within the context of education there has been a considerable debate regarding the actual effects of gamification on the intrinsic motivation of students towards learning and many research have been conducted in order to discover the results of gamifying any specific course curriculum each research study has revealed another impediment supported by multiple review studies that revealed significant problems with some of the methods of majority of studies in the research area now known as the gamification of education this paper explains the design analysis and implementation process of an open source gamification platform which is aimed at providing a gamification platform for education while also explaining a preliminary survey conducted on an introduction to java course the platform was developed using multiple technologies and frameworks related to the java programming language while the survey was conducted at third level education students through a quantitative questionnaire education gamification gamifying education java education software engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,4,204,"Gamification of Software Testing Writing good software tests is difficult, not every software developer's favorite occupation, and not a prominent aspect in programming education. However, human involvement in testing is unavoidable: What makes a test good is often down to intuition; what makes a test useful depends on an understanding of the program context; what makes a test find bugs depends on understanding the intended program behaviour. Because the consequences of insufficient testing can be dire, this paper explores a new angle to address the testing problem: Gamification is the approach of converting potentially tedious or boring tasks to components of entertaining gameplay, where the competitive nature of humans motivates them to compete and excel. By applying gamification concepts to software testing, there is potential to fundamentally change software testing in several ways: First, gamification can help to overcome deficiencies in education, where testing is a highly neglected topic. Second, gamification engages practitioners in testing tasks they would otherwise neglect, and gets them to use advanced testing tools and techniques they would otherwise not consider. Finally, gamification makes it possible to crowdsource complex testing tasks through games with a purpose. Collectively, these applications of gamification have the potential to substantially improve software testing practice, and thus software quality. Games, Education, Programming profession, Software, computer games, computer science education, program debugging, program testing, software quality, software testing gamification, software bugs, program behaviour, gameplay, programming education, complex testing task crowdsourcing, software quality improvement",gamification of software testing writing good software tests is difficult not every software developer s favorite occupation and not a prominent aspect in programming education however human involvement in testing is unavoidable what makes a test good is often down to intuition what makes a test useful depends on an understanding of the program context what makes a test find bugs depends on understanding the intended program behaviour because the consequences of insufficient testing can be dire this paper explores a new angle to address the testing problem gamification is the approach of converting potentially tedious or boring tasks to components of entertaining gameplay where the competitive nature of humans motivates them to compete and excel by applying gamification concepts to software testing there is potential to fundamentally change software testing in several ways first gamification can help to overcome deficiencies in education where testing is a highly neglected topic second gamification engages practitioners in testing tasks they would otherwise neglect and gets them to use advanced testing tools and techniques they would otherwise not consider finally gamification makes it possible to crowdsource complex testing tasks through games with a purpose collectively these applications of gamification have the potential to substantially improve software testing practice and thus software quality games education programming profession software computer games computer science education program debugging program testing software quality software testing gamification software bugs program behaviour gameplay programming education complex testing task crowdsourcing software quality improvement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,10,111,"Impact of Gamification on Code Review Process: An Experimental Study Researchers have supported the idea of gamification to enhance students' interest in activities like code reviews, change management, knowledge management, issue tracking, etc. which might otherwise be repetitive and monotonous. We performed an experimental study consisting of nearly 180+ participants to measure the impact of gamification on code review process using 5 different code review tools, including one gamified code review instance from our extensible architectural framework. We assess the impact of gamification based on the code smells and bugs identified in a gamified and non-gamified environment as per code inspection report. Further, measurement and comparison of the quantity and usefulness of code review comments was done using machine learning techniques. Architectural Framework, Classification, Code Reviews, Evaluation, Gamification, Text Analysis",impact of gamification on code review process an experimental study researchers have supported the idea of gamification to enhance students interest in activities like code reviews change management knowledge management issue tracking etc which might otherwise be repetitive and monotonous we performed an experimental study consisting of nearly 180 participants to measure the impact of gamification on code review process using 5 different code review tools including one gamified code review instance from our extensible architectural framework we assess the impact of gamification based on the code smells and bugs identified in a gamified and non gamified environment as per code inspection report further measurement and comparison of the quantity and usefulness of code review comments was done using machine learning techniques architectural framework classification code reviews evaluation gamification text analysis,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,11,143,"Problem-Based Learning to Align Theory and Practice in Software Testing Teaching Traditional approaches to teach software testing lack to align theory with practice in higher education. Problem Based Learning (PBL) is an alternative that allows learning through individual practical experiences. The objective of this paper is to report experiences to teach software testing by using PBL in Software Engineering undergraduate course of Federal University of Pampa. The report covers two editions of Problem Solving course that involved 51 students and focused on students creating and running test cases across software components developed by professors. Data collection had been made by questionnaires with open and closed questions, and data was examined by statistics and Content Analysis technique. As results, we notice evidences of knowledge and perceptions maturing by students about software testing and software quality. We also verify it's possible to mix PBL with other teaching methodologies such as gamification and to amplify their benefits. Gamification, Problem Based Learning, Problem Solving, Software Testing",problem based learning to align theory and practice in software testing teaching traditional approaches to teach software testing lack to align theory with practice in higher education problem based learning pbl is an alternative that allows learning through individual practical experiences the objective of this paper is to report experiences to teach software testing by using pbl in software engineering undergraduate course of federal university of pampa the report covers two editions of problem solving course that involved 51 students and focused on students creating and running test cases across software components developed by professors data collection had been made by questionnaires with open and closed questions and data was examined by statistics and content analysis technique as results we notice evidences of knowledge and perceptions maturing by students about software testing and software quality we also verify it s possible to mix pbl with other teaching methodologies such as gamification and to amplify their benefits gamification problem based learning problem solving software testing,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,11,132,"Supporting Agile Teams with a Test Analytics Platform: A Case Study Continuous improvement, feedback mechanisms and automated testing are cornerstones of agile methods. We introduce the concept of test analytics, which brings these three practices together. We illustrate the concept with an industrial case study and describe the experiments run by a team who had set a goal for itself to get better at testing. Beyond technical aspects, we explain how these experiments have changed the mindset and the behaviour of the team members. We then present an open source test analytics platform, later developed to share the positive learnings with the community. We describe the platform features and architecture and explain how it can be easily put to use. Before the conclusions, we explain how test analytics fits in the broader context of software analytics and present our ideas for future work. agile development, automated testing, feedback channels, gamification",supporting agile teams with a test analytics platform a case study continuous improvement feedback mechanisms and automated testing are cornerstones of agile methods we introduce the concept of test analytics which brings these three practices together we illustrate the concept with an industrial case study and describe the experiments run by a team who had set a goal for itself to get better at testing beyond technical aspects we explain how these experiments have changed the mindset and the behaviour of the team members we then present an open source test analytics platform later developed to share the positive learnings with the community we describe the platform features and architecture and explain how it can be easily put to use before the conclusions we explain how test analytics fits in the broader context of software analytics and present our ideas for future work agile development automated testing feedback channels gamification,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,10,221,"Tailoring Gamification to Requirements Elicitation: A Stakeholder Centric Motivation Concept Involving stakeholders in requirements elicitation is a cornerstone of successful requirements engineering (RE). With the recent technological advances, the number of stakeholders of a system has significantly increased. Major stakeholders, end-users in particular, are increasingly difficult to reach, because they may be globally distributed and outside organizational reach, i.e., they are no members of the organizations that are involved in the development of a system. Online elicitation platforms allow to elicit requirements collaboratively from a large number of distributed stakeholders. However, such platforms are not sufficient for motivating stakeholders outside organizational reach to contribute voluntarily. Gamification is a potential means for creating and sustaining such motivation. However, there is little research on stakeholder engagement with gamification so far. Current approaches particularly do not consider that stakeholders learn during elicitation and that their motivational factors also change. In this paper, we address this gap with a motivation concept that is inspired by the theories of experiential learning and need satisfaction. Our contribution is threefold. First, we suggest how to characterize these stakeholders despite not knowing who they are. Second, we show the role of experiential learning and need satisfaction with respect to gamification in the context of requirements elicitation. Third, we present a three-dimensional concept of how to motivate these stakeholders towards requirements elicitation over the whole period of requirements elicitation. experiential learning, gamification, player types, requirements elicitation, self-determination, skill acquisition",tailoring gamification to requirements elicitation a stakeholder centric motivation concept involving stakeholders in requirements elicitation is a cornerstone of successful requirements engineering re with the recent technological advances the number of stakeholders of a system has significantly increased major stakeholders end users in particular are increasingly difficult to reach because they may be globally distributed and outside organizational reach i e they are no members of the organizations that are involved in the development of a system online elicitation platforms allow to elicit requirements collaboratively from a large number of distributed stakeholders however such platforms are not sufficient for motivating stakeholders outside organizational reach to contribute voluntarily gamification is a potential means for creating and sustaining such motivation however there is little research on stakeholder engagement with gamification so far current approaches particularly do not consider that stakeholders learn during elicitation and that their motivational factors also change in this paper we address this gap with a motivation concept that is inspired by the theories of experiential learning and need satisfaction our contribution is threefold first we suggest how to characterize these stakeholders despite not knowing who they are second we show the role of experiential learning and need satisfaction with respect to gamification in the context of requirements elicitation third we present a three dimensional concept of how to motivate these stakeholders towards requirements elicitation over the whole period of requirements elicitation experiential learning gamification player types requirements elicitation self determination skill acquisition,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,20,114,"Use of Gamification to Teach Agile Values and Collaboration: A Multi-week Scrum Simulation Project in an Undergraduate Software Engineering Course Collaboration and communication are key to successful agile software development. Respect, openness, transparency and trust are core Agile values. However studies show, that there is a shortage of software developers with these skills. How can we teach these skills to software engineering students' This paper presents the approach of using a multi-week Scrum Paper City simulation game. The course execution was accompanied by a thorough evaluation to find out how effective this approach is compared to traditional ex-cathedra teaching. While the evaluation shows some aspects to be improved, it clearly shows that students like to experience the Agile approach directly in a project, that they enjoy more fun, and the collaboration in the team. agile, collaboration, education, gamification, software development, undergraduate, values",use of gamification to teach agile values and collaboration a multi week scrum simulation project in an undergraduate software engineering course collaboration and communication are key to successful agile software development respect openness transparency and trust are core agile values however studies show that there is a shortage of software developers with these skills how can we teach these skills to software engineering students this paper presents the approach of using a multi week scrum paper city simulation game the course execution was accompanied by a thorough evaluation to find out how effective this approach is compared to traditional ex cathedra teaching while the evaluation shows some aspects to be improved it clearly shows that students like to experience the agile approach directly in a project that they enjoy more fun and the collaboration in the team agile collaboration education gamification software development undergraduate values,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,12,182,"Using Gamification to Orient and Motivate Students to Contribute to OSS Projects Students can benefit from contributing to Open Source Software (OSS), since they can enrich their portfolio and learn with real world projects. However, sometimes students are demotivated to contribute due to entrance barriers. On the other hand, gamification is widely used to engage and motivate people to accomplish tasks and improve their performance. The goal of this work is to analyze the use of gamification to orient and motivate undergraduate students to overcome onboarding barriers and engage to OSS projects. To achieve this goal, we implemented four gaming elements (Quests, Points, Ranking, and Levels) in GitLab and assessed the environment by means of a study conducted with 17 students, within a real OSS project (JabRef). At the end of the study, the students evaluated their experience through a questionnaire. We found that the Quest element helped to guide participants and keep them motivated and points helped by providing feedback on students' performed tasks. We conclude that the gamified environment oriented the students in an attempt to make a contribution and that gamification can motivate and orient newcomers' to engage to OSS projects. engagement, gamification, motivation, newcomers, open source software, students",using gamification to orient and motivate students to contribute to oss projects students can benefit from contributing to open source software oss since they can enrich their portfolio and learn with real world projects however sometimes students are demotivated to contribute due to entrance barriers on the other hand gamification is widely used to engage and motivate people to accomplish tasks and improve their performance the goal of this work is to analyze the use of gamification to orient and motivate undergraduate students to overcome onboarding barriers and engage to oss projects to achieve this goal we implemented four gaming elements quests points ranking and levels in gitlab and assessed the environment by means of a study conducted with 17 students within a real oss project jabref at the end of the study the students evaluated their experience through a questionnaire we found that the quest element helped to guide participants and keep them motivated and points helped by providing feedback on students performed tasks we conclude that the gamified environment oriented the students in an attempt to make a contribution and that gamification can motivate and orient newcomers to engage to oss projects engagement gamification motivation newcomers open source software students,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
