,label,text,text_clean,Li H,Sjöstrom J,Palomba F,Scaffidi C,Inoue K,Ariyakul Y,Nakamoto T,Gao X,Deng RH,Tarwani S,Luo D,Zhou J,Gupta A,De Lucia A,Black AP,Li S,Nardes M,Mangiacavalli M,Mezini M,Tishelman C,Freiherr J,Kitamura Y,Kraus AA,Guignard C,Martin N,Ma W,Trinh YM,Marr S,Monares A,Zanutto A,Altbäcker V,Amasaki S,Kianzad MR,Hati KM,Bertino E,Li J,Valle P,Randall D,Görg C,Fernando ON,Nii H,Fields J,Toome M,Baragli P,Xu S,Xie L,Elbaum S,Van Boxstael S,Hynes S,Shengdong Zhao,van Emden E,Pinto JM,Nagy C,Gordillo JL,Benjathanachat K,Kamarudin K,Campagna S,Guéguen N,Niimi A,Jamroz P,Garrido A,Berreby S,Inai Y,Iwanaga M,Craig PO,Herold S,James NC,Soltanifar B,Wilson KM,Cheaha D,Miyasato T,Bodnar A,Chen HH,Case TI,Zhang R,Le V,Blignaut P,Kapella M,Cantamesse M,Landgraf R,Okunlola MA,Yan-Ying L,Amorim L,Ribeiro M,Coulon F,Chua D,Le WL,Nguyen TT,Rybárová R,Ajoux P,Sun H,Guéhéneuc YG,Stoller M,Hense H,Porter K,Mattozo CA,Zampetti F,Hettish M,Viitamaa T,Haapalinna A,Rompaey BV,Lanata A,Salay E,Babi ć D,Mongiovi M,Chávez A,DeVoe SE,Claeson AS,Adinkrah M,Ørbæk P,Cavanagh B,Kara İ,Hagar J,Elvevoll EO,Annur S,Vogt R,Nelson EC,Tarczynski A,Grach C,Techapalokul P,Rosen DE,Nazaradeh D,Chen TH,Olague G,Utsumiya K,Junker M,Kührová P,Ristenpart T,Fett D,Ahmad M,Gholizadeh H,Yahyavi ES,Dias B,Nourbakhsh I,Trabanino RJ,Charumporn B,Codabux Z,Gueheneuc YG,Gopinath R,Staa A,Rahman F,publication_date_2005,publication_date_2017
0,0,"Exposure to foods' non-taste sensory properties. A nursery intervention to increase children's willingness to try fruit and vegetables Activities that engage young children with the sensory properties of foods are popular with nursery schools, despite the lack of evidence for their efficacy in increasing children's consumption of healthy foods. This study provides the first empirical exploration of the effectiveness of a non-taste sensory activity program in a nursery school setting. Ninety-two children aged between 12 and 36 months were allocated either to an intervention group, who took part in looking, listening, feeling and smelling activities with unusual fruits and vegetables every day for 4 weeks, or to a non-intervention control group. In a subsequent mealtime taste test, children touched and tasted more of the vegetables to which they had been familiarized in their playtime activities than of a matched set of non-exposed foods. The results demonstrate that hands-on activities with unfamiliar fruits and vegetables can enhance children's willingness to taste these foods, and confirm the potential for such activities to support healthy eating initiatives. Repeated exposure, Sensory interaction, Fruit and vegetables, Nursery intervention, Food familiarity",exposure to foods non taste sensory properties a nursery intervention to increase children s willingness to try fruit and vegetables activities that engage young children with the sensory properties of foods are popular with nursery schools despite the lack of evidence for their efficacy in increasing children s consumption of healthy foods this study provides the first empirical exploration of the effectiveness of a non taste sensory activity program in a nursery school setting ninety two children aged between 12 and 36 months were allocated either to an intervention group who took part in looking listening feeling and smelling activities with unusual fruits and vegetables every day for 4 weeks or to a non intervention control group in a subsequent mealtime taste test children touched and tasted more of the vegetables to which they had been familiarized in their playtime activities than of a matched set of non exposed foods the results demonstrate that hands on activities with unfamiliar fruits and vegetables can enhance children s willingness to taste these foods and confirm the potential for such activities to support healthy eating initiatives repeated exposure sensory interaction fruit and vegetables nursery intervention food familiarity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,0,"Simultaneous extraction of nicotine and solanesol from waste tobacco materials by the column chromatographic extraction method and their separation and purification The tobacco (Nicotiana tabacum L.) cultivation and cigarettes manufacture industries discard huge amount of waste tobacco materials that have strong nicotine smell and contaminate the environment. A high-efficient procedure was developed for simultaneously extracting nicotine and solanesol from the waste tobacco leaf vein through the column-chromatographic extraction (CCE), followed by automatically separating and simply purifying them. Dried material powder was loaded into columns and eluted with the optimal extraction solvent of petroleum ether (PE):95% alkali ethanol (4:6). Greater than 96% extraction efficiency for both nicotine and solanesol was obtained with a 2-fold excess solvent of the material (v/w) through a cyclic CCE procedure in small-scale and scaled-up experiments. The extraction solution was separated into an ethanol-aqueous phase containing 98% nicotine and an ether phase containing 96% solanesol at pH 2.0. The ethanol-aqueous phase was vacuum-concentrated to aqueous, and 99% purity nicotine was obtained by ether fractionation of the aqueous at pH 10.0. Solanesol in the ether phase was purified to 93.1% by one time silica gel column chromatography. All processes were completed at room temperature and all solvents used were completely recovered for reuse. This work provides an extensively simplified procedure to economically utilize the tobacco wastes. Waste tobacco material, Column chromatographic extraction, Purification, Nicotine, Solanesol",simultaneous extraction of nicotine and solanesol from waste tobacco materials by the column chromatographic extraction method and their separation and purification the tobacco nicotiana tabacum l cultivation and cigarettes manufacture industries discard huge amount of waste tobacco materials that have strong nicotine smell and contaminate the environment a high efficient procedure was developed for simultaneously extracting nicotine and solanesol from the waste tobacco leaf vein through the column chromatographic extraction cce followed by automatically separating and simply purifying them dried material powder was loaded into columns and eluted with the optimal extraction solvent of petroleum ether pe 95 alkali ethanol 4 6 greater than 96 extraction efficiency for both nicotine and solanesol was obtained with a 2 fold excess solvent of the material v w through a cyclic cce procedure in small scale and scaled up experiments the extraction solution was separated into an ethanol aqueous phase containing 98 nicotine and an ether phase containing 96 solanesol at ph 2 0 the ethanol aqueous phase was vacuum concentrated to aqueous and 99 purity nicotine was obtained by ether fractionation of the aqueous at ph 10 0 solanesol in the ether phase was purified to 93 1 by one time silica gel column chromatography all processes were completed at room temperature and all solvents used were completely recovered for reuse this work provides an extensively simplified procedure to economically utilize the tobacco wastes waste tobacco material column chromatographic extraction purification nicotine solanesol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2,0,"Eye white may indicate emotional state on a frustration--contentedness axis in dairy cows Research on welfare indicators has focused primarily on indicators of poor welfare, but there is also a need for indicators that can cover the range from good to poor welfare. The aim of this experiment was to compare behaviour elements in dairy cows shown in response to a frustrative situation as well as elements shown as a response to pleasant, desirable stimuli, and in particular measure the visible percentage of white in the eyes. The subjects of the study were 24 randomly selected dairy cows, 12 in each group, all Norwegian Red Cattle. In a 6min test of hungry cows, access to food and food deprivation were used as positive and frustrating situations, respectively. The cows of the positive stimulus group were fed normally from a rectangular wooden box. When the deprived animals were introduced to the stimulus, the box had a top of Plexiglas with holes so that the cows could both see and smell the food, but were unable to reach it. All cows were habituated to the box before the experiment started. All food-deprived cows showed at least one of these behaviours: aggressiveness (the most frequent), stereotypies, vocalization, and head shaking, while these behaviour patterns were never observed among cows given food. The percentage of white of the total visible eye area was larger than normal in the food-deprived cows, gradually increasing until 4min after test starts, while it was consistently lower than normal in the cows that were fed. The percentage of white correlated positively with the number of aggressive buts in deprived cows. The results suggest that the eye white may be a dynamic indicator of emotions in dairy cattle on a frustration--contentedness axis. Animal welfare, Behavioural indicators, Emotional expression, Food deprivation, Eye",eye white may indicate emotional state on a frustration contentedness axis in dairy cows research on welfare indicators has focused primarily on indicators of poor welfare but there is also a need for indicators that can cover the range from good to poor welfare the aim of this experiment was to compare behaviour elements in dairy cows shown in response to a frustrative situation as well as elements shown as a response to pleasant desirable stimuli and in particular measure the visible percentage of white in the eyes the subjects of the study were 24 randomly selected dairy cows 12 in each group all norwegian red cattle in a 6min test of hungry cows access to food and food deprivation were used as positive and frustrating situations respectively the cows of the positive stimulus group were fed normally from a rectangular wooden box when the deprived animals were introduced to the stimulus the box had a top of plexiglas with holes so that the cows could both see and smell the food but were unable to reach it all cows were habituated to the box before the experiment started all food deprived cows showed at least one of these behaviours aggressiveness the most frequent stereotypies vocalization and head shaking while these behaviour patterns were never observed among cows given food the percentage of white of the total visible eye area was larger than normal in the food deprived cows gradually increasing until 4min after test starts while it was consistently lower than normal in the cows that were fed the percentage of white correlated positively with the number of aggressive buts in deprived cows the results suggest that the eye white may be a dynamic indicator of emotions in dairy cattle on a frustration contentedness axis animal welfare behavioural indicators emotional expression food deprivation eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3,0,"Mating behaviour and chemical communication in the invasive Chinese mitten crab Eriocheir sinensis Mating in the Chinese mitten crab (Eriocheir sinensis) was examined; in particular the nature of mating and the role of sex pheromones. A semi-lunar periodicity (16.8 days and 14.5 days, respectively) was observed in the mating frequencies in two consecutive breeding seasons (2001--2002 and 2002--2003). This semi-lunar rhythm coincided with spring tides (full and new moon), and activity peaked in November. Observation of the progression of specific behaviour types in mating and non-mating pairs revealed that pairs which would go on to complete mating progressed from fighting to mating behaviour significantly faster than non-mating pairs. These findings indicate that mate recognition occurs only after physical contact. Reproductively active pairs (ascertained from mating experiments) were then used for several bioassays aiming to assess under which conditions pheromones may be released by females. Firstly, male E. sinensis were exposed to female smell in an actograph experiment and secondly, male antennule flick rate was recorded before and after exposure to the urine of a sexually active female. In both cases no change in male E. sinensis behaviour was observed. Both experiments used females which had not had immediately prior exposure to males. However, in further experiments using water where mating had occurred, a significant response in antennule flick rate was triggered. Finally, a sponge assay was used in order to test the male attraction to a sponge injected with a water sample of varying concentrations (0.5×, 1×, 3×, 4.5×, 9×) of female smell. These samples were conditioned using a female immediately following a mating attempt. Males tried to grasp the sponge at 3× increased concentrations or higher. In conclusion, this study found no indication that E. sinensis females release a distance pheromone, but instead that mate recognition occurs after physical contact between male and female, most likely via a contact pheromone. Chinese mitten crab, , Mating, Non-indigenous species, Pheromone, Semi-lunar rhythm",mating behaviour and chemical communication in the invasive chinese mitten crab eriocheir sinensis mating in the chinese mitten crab eriocheir sinensis was examined in particular the nature of mating and the role of sex pheromones a semi lunar periodicity 16 8 days and 14 5 days respectively was observed in the mating frequencies in two consecutive breeding seasons 2001 2002 and 2002 2003 this semi lunar rhythm coincided with spring tides full and new moon and activity peaked in november observation of the progression of specific behaviour types in mating and non mating pairs revealed that pairs which would go on to complete mating progressed from fighting to mating behaviour significantly faster than non mating pairs these findings indicate that mate recognition occurs only after physical contact reproductively active pairs ascertained from mating experiments were then used for several bioassays aiming to assess under which conditions pheromones may be released by females firstly male e sinensis were exposed to female smell in an actograph experiment and secondly male antennule flick rate was recorded before and after exposure to the urine of a sexually active female in both cases no change in male e sinensis behaviour was observed both experiments used females which had not had immediately prior exposure to males however in further experiments using water where mating had occurred a significant response in antennule flick rate was triggered finally a sponge assay was used in order to test the male attraction to a sponge injected with a water sample of varying concentrations 0 5 1 3 4 5 9 of female smell these samples were conditioned using a female immediately following a mating attempt males tried to grasp the sponge at 3 increased concentrations or higher in conclusion this study found no indication that e sinensis females release a distance pheromone but instead that mate recognition occurs after physical contact between male and female most likely via a contact pheromone chinese mitten crab mating non indigenous species pheromone semi lunar rhythm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4,0,"Optimizing the experimental design of soil columns in saturated and unsaturated transport experiments Soil column experiments in both the saturated and unsaturated regimes are widely used for applied and theoretical studies in such diverse fields as transport model evaluation, fate and transport of pesticides, explosives, microbes, heavy metals and non aqueous phase liquids, and for evapotranspiration studies. The apparent simplicity of constructing soil columns conceals a number of technical issues which can seriously affect the outcome of an experiment, such as the presence or absence of macropores, artificial preferential flow paths, non-ideal infiltrate injection and unrealistic moisture regimes. This review examines the literature to provide an analysis of the state of the art for constructing both saturated and unsaturated soil columns. Common design challenges are discussed and best practices for potential solutions are presented. This article discusses both basic principles and the practical advantages and disadvantages of various experimental approaches. Both repacked and monolith-type columns are discussed. The information in this review will assist soil scientists, hydrogeologists and environmental professionals in optimizing the construction and operation of soil column experiments in order to achieve their objectives, while avoiding serious design flaws which can compromise the integrity of their results. Soil column, Design, Review",optimizing the experimental design of soil columns in saturated and unsaturated transport experiments soil column experiments in both the saturated and unsaturated regimes are widely used for applied and theoretical studies in such diverse fields as transport model evaluation fate and transport of pesticides explosives microbes heavy metals and non aqueous phase liquids and for evapotranspiration studies the apparent simplicity of constructing soil columns conceals a number of technical issues which can seriously affect the outcome of an experiment such as the presence or absence of macropores artificial preferential flow paths non ideal infiltrate injection and unrealistic moisture regimes this review examines the literature to provide an analysis of the state of the art for constructing both saturated and unsaturated soil columns common design challenges are discussed and best practices for potential solutions are presented this article discusses both basic principles and the practical advantages and disadvantages of various experimental approaches both repacked and monolith type columns are discussed the information in this review will assist soil scientists hydrogeologists and environmental professionals in optimizing the construction and operation of soil column experiments in order to achieve their objectives while avoiding serious design flaws which can compromise the integrity of their results soil column design review,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5,0,"An experimental investigation on the innate relationship between quality and refactoring Previous studies have investigated the reasons behind refactoring operations performed by developers, and proposed methods and tools to recommend refactorings based on quality metric profiles, or on the presence of poor design and implementation choices, i.e., code smells. Nevertheless, the existing literature lacks observations about the relations between metrics/code smells and refactoring activities performed by developers. In other words, the characteristics of code components increasing/decreasing their chances of being object of refactoring operations are still unknown. This paper aims at bridging this gap. Specifically, we mined the evolution history of three Java open source projects to investigate whether refactoring activities occur on code components for which certain indicators---such as quality metrics or the presence of smells as detected by tools---suggest there might be need for refactoring operations. Results indicate that, more often than not, quality metrics do not show a clear relationship with refactoring. In other words, refactoring operations are generally focused on code components for which quality metrics do not suggest there might be need for refactoring operations. Finally, 42% of refactoring operations are performed on code entities affected by code smells. However, only 7% of the performed operations actually remove the code smells from the affected class. Refactoring, Code smells, Empirical study",an experimental investigation on the innate relationship between quality and refactoring previous studies have investigated the reasons behind refactoring operations performed by developers and proposed methods and tools to recommend refactorings based on quality metric profiles or on the presence of poor design and implementation choices i e code smells nevertheless the existing literature lacks observations about the relations between metrics code smells and refactoring activities performed by developers in other words the characteristics of code components increasing decreasing their chances of being object of refactoring operations are still unknown this paper aims at bridging this gap specifically we mined the evolution history of three java open source projects to investigate whether refactoring activities occur on code components for which certain indicators such as quality metrics or the presence of smells as detected by tools suggest there might be need for refactoring operations results indicate that more often than not quality metrics do not show a clear relationship with refactoring in other words refactoring operations are generally focused on code components for which quality metrics do not suggest there might be need for refactoring operations finally 42 of refactoring operations are performed on code entities affected by code smells however only 7 of the performed operations actually remove the code smells from the affected class refactoring code smells empirical study,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6,0,"Utility and accuracy of smell-driven performance analysis for end-user programmers This paper proposes a technique, called smell-driven performance analysis (SDPA), which automatically provides situated explanations within a visual dataflow language IDE to help end-user programmers to overcome performance problems without leaving the visual dataflow paradigm. An experiment showed SDPA increased end-user programmers' success rates at finding performance problems and decreased the time required for finding solutions. Another study, based on using SDPA to analyze a corpus of example end-user programs, revealed that it is usually accurate at identifying performance problems. Based on these results, we conclude that SDPA provides a reliable basis for helping end-user programmers to troubleshoot performance problems, as well as a potential foundation for future work aimed at training users and at aiding code reuse. End-user programming, Performance, Visual language",utility and accuracy of smell driven performance analysis for end user programmers this paper proposes a technique called smell driven performance analysis sdpa which automatically provides situated explanations within a visual dataflow language ide to help end user programmers to overcome performance problems without leaving the visual dataflow paradigm an experiment showed sdpa increased end user programmers success rates at finding performance problems and decreased the time required for finding solutions another study based on using sdpa to analyze a corpus of example end user programs revealed that it is usually accurate at identifying performance problems based on these results we conclude that sdpa provides a reliable basis for helping end user programmers to troubleshoot performance problems as well as a potential foundation for future work aimed at training users and at aiding code reuse end user programming performance visual language,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7,0,"Not all `predator odours' are equal: cat odour but not 2,4,5 trimethylthiazoline (TMT; fox odour) elicits specific defensive behaviours in rats The behavioural responses to two commonly used `predator odours' were assessed in male Wistar rats. Cat odour was presented to rats in the form of a piece of collar that had been worn by a domestic cat. Fox odour was presented in an equivalent piece of (unworn) collar that had been impregnated with 2,4,5 Trimethylthiazoline (TMT)---an extract of fox faeces. Other rats were exposed to collars containing Triethylamine (TEA), a putrid fishy smell, or formaldehyde, which has an acrid irritating smell. Experiment 1 showed that rats approached cat odour, TMT and TEA significantly less than they did an unworn collar. However, only cat odour increased retreat to the hide box, reduced locomotor activity and elicited `head out' behaviour. When tested immediately after odour exposure, only cat odour exposed rats showed increased anxiety in the elevated plus maze and suppressed activity in a 90-min general activity test. When returned to the odour-paired environment 24 h later in the absence of test odours, only rats that had previously received cat odour showed evidence of conditioned fear. Experiment 2 showed that rats given the benzodiazepine drug midazolam (0.5 mg/kg) display increased approach and decreased defensiveness towards a cat odour impregnated collar. In contrast, midazolam accentuated the avoidance of TMT and formaldehyde containing collars. Experiment 3 showed that when cat odour was presented in a small, enclosed environment, rats display increased body immobility, decreased grooming and increased orientation towards the odour-exuding stimulus. These responses were not seen with TMT or TEA containing collars. Taken together, these results suggest that while cat odour strongly elicits specific defensive behaviours in rats, TMT has effects that are more characteristic of an aversive odour. We suggest that the results of some previous studies using TMT may need to be reassessed. Anxiety, Predator, Cat odour, Fox odour, TMT, Aversion, Risk assessment",not all predator odours are equal cat odour but not 2 4 5 trimethylthiazoline tmt fox odour elicits specific defensive behaviours in rats the behavioural responses to two commonly used predator odours were assessed in male wistar rats cat odour was presented to rats in the form of a piece of collar that had been worn by a domestic cat fox odour was presented in an equivalent piece of unworn collar that had been impregnated with 2 4 5 trimethylthiazoline tmt an extract of fox faeces other rats were exposed to collars containing triethylamine tea a putrid fishy smell or formaldehyde which has an acrid irritating smell experiment 1 showed that rats approached cat odour tmt and tea significantly less than they did an unworn collar however only cat odour increased retreat to the hide box reduced locomotor activity and elicited head out behaviour when tested immediately after odour exposure only cat odour exposed rats showed increased anxiety in the elevated plus maze and suppressed activity in a 90 min general activity test when returned to the odour paired environment 24 h later in the absence of test odours only rats that had previously received cat odour showed evidence of conditioned fear experiment 2 showed that rats given the benzodiazepine drug midazolam 0 5 mg kg display increased approach and decreased defensiveness towards a cat odour impregnated collar in contrast midazolam accentuated the avoidance of tmt and formaldehyde containing collars experiment 3 showed that when cat odour was presented in a small enclosed environment rats display increased body immobility decreased grooming and increased orientation towards the odour exuding stimulus these responses were not seen with tmt or tea containing collars taken together these results suggest that while cat odour strongly elicits specific defensive behaviours in rats tmt has effects that are more characteristic of an aversive odour we suggest that the results of some previous studies using tmt may need to be reassessed anxiety predator cat odour fox odour tmt aversion risk assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
8,0,"Over-exposed classes in Java: An empirical study Java access modifiers regulate interactions among software components. In particular, class modifiers specify which classes from a component are publicly exposed and therefore belong to the component public interface. Restricting the accessibility as specified by a programmer is key to ensure a proper software modularity. It has been said that failing to do so is likely to produce maintenance problems, poor system quality, and architecture decay. However, how developers uses class access modifiers or how inadequate access modifiers affect software systems has not been investigated yet in the literature. In this work, we empirically analyze the use of class access modifiers across a collection of 15 Java libraries and 15 applications, totaling over 3.6M lines of code. We have found that an average of 25% of classes are over-exposed, i.e., classes defined with an accessibility that is broader than necessary. A number of code patterns involving over-exposed classes have been formalized, characterizing programmers׳ habits. Furthermore, we propose an Eclipse plugin to make component public interfaces match with the programmer׳s intent. Class accessibility, Modularity, Over-exposed classes, Java systems",over exposed classes in java an empirical study java access modifiers regulate interactions among software components in particular class modifiers specify which classes from a component are publicly exposed and therefore belong to the component public interface restricting the accessibility as specified by a programmer is key to ensure a proper software modularity it has been said that failing to do so is likely to produce maintenance problems poor system quality and architecture decay however how developers uses class access modifiers or how inadequate access modifiers affect software systems has not been investigated yet in the literature in this work we empirically analyze the use of class access modifiers across a collection of 15 java libraries and 15 applications totaling over 3 6m lines of code we have found that an average of 25 of classes are over exposed i e classes defined with an accessibility that is broader than necessary a number of code patterns involving over exposed classes have been formalized characterizing programmers habits furthermore we propose an eclipse plugin to make component public interfaces match with the programmer s intent class accessibility modularity over exposed classes java systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
9,0,"Dependency Oriented Complexity Metrics to Detect Rippling Related Design Defects Even though object oriented software development has gained popularity due to its inherent features, it also throws challenges in early detection of defects during design phase. Detection of design defects helps in performing appropriate refactorings in improving the quality of design. Literature indicates that active research is going on in detecting design defects using metrics. The present paper introduces a set of metrics for detecting defects in object oriented designs caused by the presence of shotgun surgery and divergent change bad smells. These metrics are, dependency oriented complexity metric for structure (DOCMS(R)), dependen-cy oriented complexity metric for an artifact causing ripples (DOCMA(CR)), and dependency oriented complexity metric for an artifact affected by ripples (DOCMA(AR)). The proposed me-trics have been computed for four cases. These metrics are used successfully in detecting design defects and complexity. In the present study DOCMA(CR) metric value indicated the presence of shotgun surgery bad smell, whereas DOCMA(AR) metric value indicated the presence of divergent change bad smell. DOCMS(R) metric value indicated the increase in complexity of structure (ar-chitecture) when the design defects are present. Detecting bad smells helps in performing appropriate refactorings to make the software maintainable and to improve the quality of software. dcoupling, dependency oriented complexity metric for an artifact affected by ripples (DOCMA(AR)), dependency oriented complexity metric for an artifact causing ripples (DOCMA(CR)), dependency oriented complexity metric for structure (DOCMS(R))",dependency oriented complexity metrics to detect rippling related design defects even though object oriented software development has gained popularity due to its inherent features it also throws challenges in early detection of defects during design phase detection of design defects helps in performing appropriate refactorings in improving the quality of design literature indicates that active research is going on in detecting design defects using metrics the present paper introduces a set of metrics for detecting defects in object oriented designs caused by the presence of shotgun surgery and divergent change bad smells these metrics are dependency oriented complexity metric for structure docms r dependen cy oriented complexity metric for an artifact causing ripples docma cr and dependency oriented complexity metric for an artifact affected by ripples docma ar the proposed me trics have been computed for four cases these metrics are used successfully in detecting design defects and complexity in the present study docma cr metric value indicated the presence of shotgun surgery bad smell whereas docma ar metric value indicated the presence of divergent change bad smell docms r metric value indicated the increase in complexity of structure ar chitecture when the design defects are present detecting bad smells helps in performing appropriate refactorings to make the software maintainable and to improve the quality of software dcoupling dependency oriented complexity metric for an artifact affected by ripples docma ar dependency oriented complexity metric for an artifact causing ripples docma cr dependency oriented complexity metric for structure docms r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
